run_accession	sample_accession	experiment_accession	study_accession	tax_id	scientific_name	instrument_platform	sample_name	library_strategy	fastq_ftp	submitted_ftp	sra_ftp	bam_ftp
ERR5001992	SAMEA7723949	ERX4811275	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.rohwer.84.s006	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001992/ERR5001992_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5001992/ERR5001992_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001992/13114.rohwer.84.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001992/13114.rohwer.84.s006.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5001992.bam
ERR5004669	SAMEA7724195	ERX4813952	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.5.s001	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004669/ERR5004669_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004669/ERR5004669_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004669/13114.myrold.5.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004669/13114.myrold.5.s001.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5004669.bam
ERR5001994	SAMEA7723478	ERX4811277	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.rohwer.84.s008	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001994/ERR5001994_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5001994/ERR5001994_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001994/13114.rohwer.84.s008.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001994/13114.rohwer.84.s008.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5001994.bam
ERR5004670	SAMEA7724196	ERX4813953	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.5.s002	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004670/ERR5004670_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004670/ERR5004670_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004670/13114.myrold.5.s002.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004670/13114.myrold.5.s002.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5004670.bam
ERR5004672	SAMEA7724198	ERX4813955	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.5.s004	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004672/ERR5004672_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004672/ERR5004672_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004672/13114.myrold.5.s004.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004672/13114.myrold.5.s004.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5004672.bam
ERR5001996	SAMEA7723957	ERX4811279	PRJEB42019	412755	marine sediment metagenome	ILLUMINA	13114.rohwer.85.s001	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001996/ERR5001996_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5001996/ERR5001996_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001996/13114.rohwer.85.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001996/13114.rohwer.85.s001.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5001996.bam
ERR5004673	SAMEA7724199	ERX4813956	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.5.s005	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004673/ERR5004673_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004673/ERR5004673_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004673/13114.myrold.5.s005.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004673/13114.myrold.5.s005.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5004673.bam
ERR5001997	SAMEA7723479	ERX4811280	PRJEB42019	412755	marine sediment metagenome	ILLUMINA	13114.rohwer.85.s002	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001997/ERR5001997_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5001997/ERR5001997_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001997/13114.rohwer.85.s002.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001997/13114.rohwer.85.s002.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5001997.bam
ERR5004677	SAMEA7724203	ERX4813960	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.5.s009	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004677/ERR5004677_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004677/ERR5004677_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004677/13114.myrold.5.s009.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004677/13114.myrold.5.s009.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5004677.bam
ERR5001998	SAMEA7723958	ERX4811281	PRJEB42019	412755	marine sediment metagenome	ILLUMINA	13114.rohwer.85.s003	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001998/ERR5001998_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5001998/ERR5001998_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001998/13114.rohwer.85.s003.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5001998/13114.rohwer.85.s003.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5001998.bam
ERR5004680	SAMEA7724206	ERX4813963	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.5.s012	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004680/ERR5004680_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004680/ERR5004680_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004680/13114.myrold.5.s012.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004680/13114.myrold.5.s012.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5004680.bam
ERR5002003	SAMEA7723485	ERX4811286	PRJEB42019	412755	marine sediment metagenome	ILLUMINA	13114.rohwer.85.s011	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5002003/ERR5002003_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5002003/ERR5002003_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002003/13114.rohwer.85.s011.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002003/13114.rohwer.85.s011.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5002003.bam
ERR5004682	SAMEA7724208	ERX4813965	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s002	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004682/ERR5004682_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5004682/ERR5004682_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004682/13114.myrold.59.s002.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004682/13114.myrold.59.s002.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5004682.bam
ERR5002004	SAMEA7723961	ERX4811287	PRJEB42019	412755	marine sediment metagenome	ILLUMINA	13114.rohwer.85.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5002004/ERR5002004_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5002004/ERR5002004_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002004/13114.rohwer.85.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002004/13114.rohwer.85.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5002004.bam
ERR5004684	SAMEA7724210	ERX4813967	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s004	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004684/ERR5004684_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5004684/ERR5004684_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004684/13114.myrold.59.s004.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004684/13114.myrold.59.s004.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5004684.bam
ERR5002009	SAMEA7723492	ERX4811292	PRJEB42019	412755	marine sediment metagenome	ILLUMINA	13114.rohwer.85.s021	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5002009/ERR5002009_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5002009/ERR5002009_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002009/13114.rohwer.85.s021.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002009/13114.rohwer.85.s021.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5002009.bam
ERR5004685	SAMEA7724211	ERX4813968	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s005	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004685/ERR5004685_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004685/ERR5004685_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004685/13114.myrold.59.s005.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004685/13114.myrold.59.s005.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5004685.bam
ERR5002013	SAMEA7723496	ERX4811296	PRJEB42019	527640	microbial mat metagenome	ILLUMINA	13114.rohwer.86.s001	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5002013/ERR5002013_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5002013/ERR5002013_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002013/13114.rohwer.86.s001.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002013/13114.rohwer.86.s001.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5002013.bam
ERR5004688	SAMEA7724214	ERX4813971	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s008	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004688/ERR5004688_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004688/ERR5004688_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004688/13114.myrold.59.s008.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004688/13114.myrold.59.s008.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5004688.bam
ERR5002014	SAMEA7723966	ERX4811297	PRJEB42019	412755	marine sediment metagenome	ILLUMINA	13114.rohwer.86.s002	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5002014/ERR5002014_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5002014/ERR5002014_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002014/13114.rohwer.86.s002.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002014/13114.rohwer.86.s002.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5002014.bam
ERR5004691	SAMEA7724217	ERX4813974	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s011	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004691/ERR5004691_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/001/ERR5004691/ERR5004691_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004691/13114.myrold.59.s011.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004691/13114.myrold.59.s011.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/001/ERR5004691.bam
ERR5002015	SAMEA7723497	ERX4811298	PRJEB42019	496921	stromatolite metagenome	ILLUMINA	13114.rohwer.86.s003	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5002015/ERR5002015_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5002015/ERR5002015_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002015/13114.rohwer.86.s003.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002015/13114.rohwer.86.s003.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5002015.bam
ERR5004693	SAMEA7724219	ERX4813976	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s013	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004693/ERR5004693_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/003/ERR5004693/ERR5004693_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004693/13114.myrold.59.s013.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004693/13114.myrold.59.s013.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/003/ERR5004693.bam
ERR5002016	SAMEA7724237	ERX4811299	PRJEB42019	1504975	salt marsh metagenome	ILLUMINA	13114.roy.chowdhury.45.s004	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5002016/ERR5002016_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5002016/ERR5002016_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002016/13114.roy.chowdhury.45.s004.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002016/13114.roy.chowdhury.45.s004.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5002016.bam
ERR5004695	SAMEA7724221	ERX4813978	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s015	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004695/ERR5004695_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004695/ERR5004695_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004695/13114.myrold.59.s015.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004695/13114.myrold.59.s015.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5004695.bam
ERR5004697	SAMEA7724223	ERX4813980	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s017	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004697/ERR5004697_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004697/ERR5004697_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004697/13114.myrold.59.s017.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004697/13114.myrold.59.s017.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5004697.bam
ERR5002024	SAMEA7724253	ERX4811307	PRJEB42019	1504975	salt marsh metagenome	ILLUMINA	13114.roy.chowdhury.45.s021	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5002024/ERR5002024_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5002024/ERR5002024_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002024/13114.roy.chowdhury.45.s021.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002024/13114.roy.chowdhury.45.s021.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5002024.bam
ERR5002025	SAMEA7724255	ERX4811308	PRJEB42019	1504975	salt marsh metagenome	ILLUMINA	13114.roy.chowdhury.45.s023	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5002025/ERR5002025_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5002025/ERR5002025_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002025/13114.roy.chowdhury.45.s023.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002025/13114.roy.chowdhury.45.s023.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5002025.bam
ERR5004700	SAMEA7724226	ERX4813983	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.myrold.59.s020	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004700/ERR5004700_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5004700/ERR5004700_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004700/13114.myrold.59.s020.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004700/13114.myrold.59.s020.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5004700.bam
ERR5002026	SAMEA7724256	ERX4811309	PRJEB42019	1504975	salt marsh metagenome	ILLUMINA	13114.roy.chowdhury.45.s024	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5002026/ERR5002026_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/006/ERR5002026/ERR5002026_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002026/13114.roy.chowdhury.45.s024.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002026/13114.roy.chowdhury.45.s024.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/006/ERR5002026.bam
ERR5004708	SAMEA7723933	ERX4813991	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.palenik.42.s006	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004708/ERR5004708_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004708/ERR5004708_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004708/13114.palenik.42.s006.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004708/13114.palenik.42.s006.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5004708.bam
ERR5002032	SAMEA7723505	ERX4811315	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.sandin.54.s011	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5002032/ERR5002032_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/002/ERR5002032/ERR5002032_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002032/13114.sandin.54.s011.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002032/13114.sandin.54.s011.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/002/ERR5002032.bam
ERR5004719	SAMEA7723675	ERX4814002	PRJEB42019	408172	marine metagenome	ILLUMINA	13114.palenik.42.s018	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004719/ERR5004719_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/009/ERR5004719/ERR5004719_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004719/13114.palenik.42.s018.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004719/13114.palenik.42.s018.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/009/ERR5004719.bam
ERR5002034	SAMEA7723970	ERX4811317	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.sandin.54.s013	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5002034/ERR5002034_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/004/ERR5002034/ERR5002034_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002034/13114.sandin.54.s013.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002034/13114.sandin.54.s013.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/004/ERR5002034.bam
ERR5004725	SAMEA7723462	ERX4814008	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s004	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004725/ERR5004725_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004725/ERR5004725_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004725/13114.pinto.63.s004.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004725/13114.pinto.63.s004.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5004725.bam
ERR5002035	SAMEA7723506	ERX4811318	PRJEB42019	749906	gut metagenome	ILLUMINA	13114.sandin.54.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5002035/ERR5002035_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5002035/ERR5002035_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002035/13114.sandin.54.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002035/13114.sandin.54.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5002035.bam
ERR5004728	SAMEA7723463	ERX4814011	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s007	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004728/ERR5004728_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5004728/ERR5004728_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004728/13114.pinto.63.s007.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004728/13114.pinto.63.s007.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5004728.bam
ERR5002038	SAMEA7724259	ERX4811321	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.schmidt.56.s003	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5002038/ERR5002038_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/008/ERR5002038/ERR5002038_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002038/13114.schmidt.56.s003.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002038/13114.schmidt.56.s003.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/008/ERR5002038.bam
ERR5004735	SAMEA7723467	ERX4814018	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s014	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004735/ERR5004735_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/005/ERR5004735/ERR5004735_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004735/13114.pinto.63.s014.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004735/13114.pinto.63.s014.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/005/ERR5004735.bam
ERR5002040	SAMEA7724268	ERX4811323	PRJEB42019	410658	soil metagenome	ILLUMINA	13114.schmidt.56.s012	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5002040/ERR5002040_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/000/ERR5002040/ERR5002040_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002040/13114.schmidt.56.s012.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5002040/13114.schmidt.56.s012.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/000/ERR5002040.bam
ERR5004737	SAMEA7724232	ERX4814020	PRJEB42019	1234904	insect metagenome	ILLUMINA	13114.pinto.63.s016	WGS	ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004737/ERR5004737_1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/fastq/ERR500/007/ERR5004737/ERR5004737_2.fastq.gz	ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004737/13114.pinto.63.s016.R1.fastq.gz;ftp.sra.ebi.ac.uk/vol1/run/ERR500/ERR5004737/13114.pinto.63.s016.R2.fastq.gz		ftp.sra.ebi.ac.uk/vol1/err/ERR500/007/ERR5004737.bam
